m_id,birth_dt
124230,2023
55087,2022
56951,2022
57445,2022
101690,2022
13927,2022
29657,2021
116696,2021
268032,2021
276704,2021
277306,2021
64139,2020
78720,2020
99597,2020
56021,2020
103368,2020
98990,2020
101977,2019
375,2019
3351,2019
277066,2013
277820,2007
276377,2006
277543,2006
66813,2005
267443,2005
269228,2005
269285,2005
269309,2005
267579,2005
267709,2005
267816,2005
267823,2005
267824,2005
267835,2005
267848,2005
267850,2005
267852,2005
267866,2005
267873,2005
267874,2005
267883,2005
267913,2005
267999,2005
268068,2005
268070,2005
268140,2005
268302,2005
269322,2005
269376,2005
269381,2005
269382,2005
269400,2005
269413,2005
269477,2005
269516,2005
269521,2005
269606,2005
269735,2005
269737,2005
269761,2005
269767,2005
269779,2005
269781,2005
275335,2005
275382,2005
275415,2005
275429,2005
275460,2005
275470,2005
275473,2005
275478,2005
275481,2005
275485,2005
275499,2005
275508,2005
275533,2005
275540,2005
275546,2005
275550,2005
275555,2005
275607,2005
275643,2005
275655,2005
275710,2005
275771,2005
275805,2005
275809,2005
275810,2005
275817,2005
275929,2005
275978,2005
275987,2005
275997,2005
275998,2005
276011,2005
276064,2005
276119,2005
276126,2005
276141,2005
276244,2005
276251,2005
276317,2005
276334,2005
276403,2005
276409,2005
276421,2005
276422,2005
276465,2005
276478,2005
276481,2005
276500,2005
276520,2005
276556,2005
276558,2005
276574,2005
276622,2005
276699,2005
276709,2005
276716,2005
276718,2005
276730,2005
276732,2005
276750,2005
276805,2005
276814,2005
276835,2005
276844,2005
276906,2005
276995,2005
277002,2005
277012,2005
277026,2005
277041,2005
277063,2005
277071,2005
277073,2005
277170,2005
277222,2005
277227,2005
277251,2005
277262,2005
277276,2005
277291,2005
277349,2005
277357,2005
277359,2005
277376,2005
277397,2005
277402,2005
277495,2005
277532,2005
277577,2005
277609,2005
277649,2005
277668,2005
277685,2005
277703,2005
277728,2005
277763,2005
277808,2005
277850,2005
277912,2005
277920,2005
277922,2005
277937,2005
277942,2005
278032,2005
278054,2005
278055,2005
278063,2005
278069,2005
278114,2005
278118,2005
278121,2005
278178,2005
278192,2005
278204,2005
278237,2005
278244,2005
278252,2005
278255,2005
278258,2005
278283,2005
278287,2005
278364,2005
61836,2004
50765,2004
20634,2004
20043,2004
88092,2004
9782,2004
71149,2004
47636,2004
37488,2004
96858,2004
17148,2004
65203,2004
76326,2004
68482,2004
2394,2004
67563,2004
104231,2004
1903,2004
95763,2004
54171,2004
44288,2004
28310,2004
61689,2004
107466,2004
29173,2004
25777,2004
102814,2004
43680,2004
53316,2004
58203,2004
87014,2004
38943,2004
69961,2004
39632,2004
96071,2004
23608,2004
109475,2004
104549,2004
73630,2004
122669,2004
10304,2004
10046,2004
60614,2004
81111,2004
19916,2004
68094,2004
56421,2004
78258,2004
29047,2004
32977,2004
100729,2004
120719,2004
110335,2004
12247,2004
63645,2004
78502,2004
29483,2004
25381,2004
88373,2004
116034,2004
65937,2004
37716,2004
550,2004
45294,2004
67948,2004
39789,2004
95748,2004
23304,2004
114016,2004
72309,2004
26740,2004
22619,2004
8312,2004
71153,2004
18607,2004
24021,2004
82463,2004
85575,2004
41732,2004
80713,2004
13200,2004
75673,2004
266930,2004
266948,2004
266981,2004
267002,2004
267033,2004
267098,2004
267120,2004
267132,2004
269188,2004
269267,2004
269293,2004
267705,2004
267706,2004
267710,2004
267812,2004
267831,2004
267834,2004
267841,2004
267881,2004
267889,2004
267901,2004
267905,2004
267919,2004
267936,2004
267950,2004
267953,2004
267960,2004
267976,2004
267998,2004
268013,2004
268015,2004
268021,2004
268026,2004
268111,2004
268132,2004
268143,2004
268248,2004
268256,2004
268260,2004
268279,2004
268287,2004
269328,2004
269331,2004
269384,2004
269416,2004
269460,2004
269470,2004
269499,2004
269501,2004
269509,2004
269538,2004
269540,2004
269542,2004
269544,2004
269553,2004
269560,2004
269580,2004
269602,2004
269605,2004
269609,2004
269626,2004
269627,2004
269646,2004
269661,2004
269668,2004
269680,2004
269730,2004
269739,2004
269752,2004
269769,2004
275314,2004
275338,2004
275355,2004
275437,2004
275543,2004
275577,2004
275651,2004
275662,2004
275692,2004
275730,2004
275732,2004
275748,2004
275758,2004
275766,2004
275792,2004
275804,2004
275806,2004
275852,2004
275889,2004
275893,2004
275908,2004
275919,2004
275936,2004
275953,2004
275959,2004
275960,2004
275984,2004
275986,2004
275989,2004
275993,2004
276013,2004
276015,2004
276020,2004
276037,2004
276045,2004
276061,2004
276083,2004
276084,2004
276101,2004
276116,2004
276124,2004
276136,2004
276145,2004
276162,2004
276173,2004
276179,2004
276183,2004
276184,2004
276221,2004
276250,2004
276258,2004
276267,2004
276295,2004
276304,2004
276305,2004
276350,2004
276365,2004
276385,2004
276410,2004
276438,2004
276440,2004
276451,2004
276495,2004
276522,2004
276523,2004
276537,2004
276565,2004
276573,2004
276596,2004
276603,2004
276624,2004
276647,2004
276694,2004
276696,2004
276703,2004
276717,2004
276727,2004
276741,2004
276800,2004
276830,2004
276833,2004
276847,2004
276889,2004
276946,2004
276970,2004
276984,2004
276987,2004
276992,2004
277035,2004
277064,2004
277065,2004
277089,2004
277090,2004
277099,2004
277132,2004
277139,2004
277165,2004
277183,2004
277193,2004
277205,2004
277206,2004
277239,2004
277245,2004
277289,2004
277293,2004
277326,2004
277348,2004
277367,2004
277373,2004
277417,2004
277422,2004
277461,2004
277465,2004
277503,2004
277586,2004
277621,2004
277651,2004
277661,2004
277691,2004
277711,2004
277721,2004
277740,2004
277772,2004
277800,2004
277802,2004
277855,2004
277869,2004
277913,2004
277919,2004
277930,2004
277947,2004
277951,2004
277954,2004
277994,2004
278000,2004
278024,2004
278050,2004
278071,2004
278075,2004
278092,2004
278119,2004
278131,2004
278138,2004
278140,2004
278145,2004
278170,2004
278174,2004
278189,2004
278217,2004
278227,2004
278229,2004
278277,2004
278313,2004
278314,2004
278320,2004
278331,2004
278337,2004
278340,2004
278342,2004
278345,2004
278369,2004
278382,2004
278383,2004
111141,2003
82842,2003
103402,2003
92549,2003
42407,2003
51166,2003
118683,2003
43766,2003
72035,2003
66434,2003
14203,2003
122604,2003
102158,2003
100629,2003
89535,2003
99767,2003
112137,2003
93152,2003
61659,2003
123976,2003
93330,2003
47077,2003
122243,2003
14089,2003
20590,2003
35928,2003
116128,2003
30637,2003
27089,2003
67660,2003
11335,2003
15389,2003
77645,2003
47494,2003
53816,2003
102118,2003
28480,2003
120674,2003
106728,2003
59268,2003
34989,2003
116031,2003
22777,2003
35534,2003
19952,2003
116384,2003
121803,2003
41738,2003
50746,2003
48712,2003
81926,2003
6613,2003
50446,2003
78309,2003
85406,2003
12989,2003
91954,2003
114645,2003
93072,2003
54948,2003
64839,2003
55878,2003
101265,2003
70640,2003
64654,2003
67832,2003
19640,2003
7857,2003
33570,2003
98914,2003
103250,2003
98153,2003
105342,2003
82062,2003
61075,2003
69748,2003
47529,2003
114846,2003
37639,2003
16767,2003
28113,2003
45279,2003
82300,2003
19934,2003
107879,2003
54363,2003
43851,2003
121588,2003
86670,2003
107783,2003
85410,2003
10716,2003
36732,2003
67551,2003
111828,2003
80301,2003
84593,2003
75633,2003
39253,2003
103851,2003
23302,2003
113087,2003
12165,2003
34949,2003
112171,2003
45389,2003
12371,2003
95608,2003
91096,2003
80233,2003
99401,2003
73884,2003
79074,2003
22236,2003
102914,2003
94434,2003
117192,2003
86373,2003
15546,2003
20396,2003
40887,2003
12768,2003
101351,2003
113193,2003
40375,2003
52521,2003
13246,2003
87698,2003
116857,2003
89472,2003
11873,2003
6069,2003
73707,2003
103617,2003
107070,2003
23872,2003
91981,2003
76626,2003
12119,2003
80635,2003
107692,2003
22506,2003
87985,2003
11393,2003
122753,2003
40072,2003
62236,2003
1649,2003
43597,2003
7310,2003
101321,2003
120173,2003
68080,2003
46729,2003
92267,2003
64643,2003
30427,2003
19189,2003
67193,2003
11624,2003
22255,2003
18111,2003
85022,2003
14909,2003
10284,2003
84994,2003
92031,2003
28866,2003
123192,2003
70585,2003
80514,2003
5485,2003
72814,2003
84204,2003
87739,2003
72077,2003
64995,2003
62260,2003
115245,2003
96098,2003
63424,2003
93531,2003
98967,2003
13291,2003
80873,2003
123654,2003
102878,2003
96757,2003
49395,2003
86345,2003
54802,2003
43468,2003
22464,2003
114531,2003
69351,2003
9625,2003
40401,2003
40965,2003
5221,2003
54782,2003
96046,2003
98159,2003
111507,2003
56358,2003
59290,2003
54021,2003
63278,2003
20893,2003
103794,2003
53235,2003
33763,2003
89650,2003
123056,2003
84764,2003
124421,2003
115709,2003
30016,2003
7647,2003
99801,2003
72636,2003
13173,2003
58688,2003
72570,2003
90694,2003
266924,2003
266936,2003
266954,2003
266986,2003
267004,2003
267016,2003
267064,2003
267107,2003
267113,2003
267121,2003
267125,2003
269201,2003
269207,2003
269213,2003
269227,2003
269256,2003
269259,2003
267581,2003
267583,2003
267584,2003
267617,2003
267621,2003
267627,2003
267730,2003
267862,2003
267868,2003
267910,2003
267915,2003
267922,2003
267931,2003
267937,2003
267962,2003
267966,2003
267989,2003
268010,2003
268035,2003
268037,2003
268039,2003
268055,2003
268063,2003
268090,2003
268092,2003
268138,2003
268155,2003
268165,2003
268180,2003
268190,2003
268198,2003
268227,2003
268246,2003
268249,2003
268261,2003
268263,2003
268295,2003
268309,2003
269334,2003
269350,2003
269354,2003
269377,2003
269385,2003
269417,2003
269441,2003
269473,2003
269474,2003
269498,2003
269503,2003
269563,2003
269583,2003
269608,2003
269612,2003
269614,2003
269640,2003
269641,2003
269645,2003
269657,2003
269664,2003
269714,2003
269744,2003
269751,2003
269759,2003
269764,2003
269784,2003
275315,2003
275332,2003
275342,2003
275344,2003
275374,2003
275419,2003
275423,2003
275434,2003
275444,2003
275471,2003
275509,2003
275536,2003
275541,2003
275545,2003
275547,2003
275558,2003
275593,2003
275605,2003
275618,2003
275637,2003
275647,2003
275675,2003
275686,2003
275707,2003
275709,2003
275712,2003
275718,2003
275742,2003
275774,2003
275777,2003
275795,2003
275797,2003
275801,2003
275825,2003
275844,2003
275850,2003
275884,2003
275886,2003
275894,2003
275898,2003
275901,2003
275903,2003
275906,2003
275930,2003
275949,2003
275975,2003
276002,2003
276008,2003
276068,2003
276075,2003
276096,2003
276104,2003
276106,2003
276107,2003
276108,2003
276114,2003
276128,2003
276135,2003
276148,2003
276172,2003
276191,2003
276225,2003
276228,2003
276254,2003
276272,2003
276278,2003
276296,2003
276356,2003
276357,2003
